id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
1638211327_15113,9415130__MCOB-DO:121:0:Weekday:2:21SEP:41025:12345,113,0,,20211129,SCHEDULED,15113,,,47.88613510131836,-122.30403137207031,0.0,0.0,0.0,24,432,IN_TRANSIT_TO,1638211268,UNKNOWN_CONGESTION_LEVEL,
1638211327_17104,9415005__MCOB-DO:121:0:Weekday:2:21SEP:41003:12345,115,0,,20211129,SCHEDULED,17104,,,47.8088493347168,-122.33021545410156,0.0,0.0,0.0,35,2756,IN_TRANSIT_TO,1638211247,UNKNOWN_CONGESTION_LEVEL,
1638211327_15104,9415009__MCOB-DO:121:0:Weekday:2:21SEP:41064:12345,115,0,,20211129,SCHEDULED,15104,,,47.849884033203125,-122.2613296508789,0.0,0.0,0.0,16,1577,IN_TRANSIT_TO,1638211268,UNKNOWN_CONGESTION_LEVEL,
1638211327_19112,9415011__MCOB-DO:121:0:Weekday:2:21SEP:41042:12345,115,0,,20211129,SCHEDULED,19112,,,47.87910079956055,-122.2208023071289,0.0,0.0,0.0,1,2091,STOPPED_AT,1638211242,UNKNOWN_CONGESTION_LEVEL,
1638211327_15118,9415066__MCOB-DO:121:0:Weekday:2:21SEP:41002:12345,115,1,,20211129,SCHEDULED,15118,,,47.867916107177734,-122.21817016601562,0.0,0.0,0.0,50,2647,IN_TRANSIT_TO,1638211256,UNKNOWN_CONGESTION_LEVEL,
1638211327_11107,9415068__MCOB-DO:121:0:Weekday:2:21SEP:41036:12345,115,1,,20211129,SCHEDULED,11107,,,47.81741714477539,-122.30083465576172,0.0,0.0,0.0,28,257,IN_TRANSIT_TO,1638211245,UNKNOWN_CONGESTION_LEVEL,
1638211327_28110,9415069__MCOB-DO:121:0:Weekday:2:21SEP:41047:12345,115,1,,20211129,SCHEDULED,28110,,,47.77463150024414,-122.34159851074219,0.0,0.0,0.0,1,2875,STOPPED_AT,1638211251,UNKNOWN_CONGESTION_LEVEL,
1638211327_15102,9415007__MCOB-DO:121:0:Weekday:2:21SEP:41028:12345,116,0,,20211129,SCHEDULED,15102,,,47.8173828125,-122.29193115234375,0.0,0.0,0.0,36,1643,IN_TRANSIT_TO,1638211258,UNKNOWN_CONGESTION_LEVEL,
1638211327_28109,9415010__MCOB-DO:121:0:Weekday:2:21SEP:41038:12345,116,0,,20211129,SCHEDULED,28109,,,47.86176681518555,-122.18163299560547,0.0,0.0,0.0,12,1842,IN_TRANSIT_TO,1638211252,UNKNOWN_CONGESTION_LEVEL,
1638211327_15115,9415012__MCOB-DO:121:0:Weekday:2:21SEP:41008:12345,116,0,,20211129,SCHEDULED,15115,,,47.87333297729492,-122.15374755859375,0.0,0.0,0.0,1,2621,STOPPED_AT,1638211243,UNKNOWN_CONGESTION_LEVEL,
1638211327_19120,9415065__MCOB-DO:121:0:Weekday:2:21SEP:41055:12345,116,1,,20211129,SCHEDULED,19120,,,47.810482025146484,-122.36940002441406,0.0,0.0,0.0,6,459,IN_TRANSIT_TO,1638211243,UNKNOWN_CONGESTION_LEVEL,
